hist_id,tree_id,tag_number,hazard_rating,DBH,notes,year
1028,241,766,Healthy,26.2,,2019
1029,242,767,Healthy,29.9,,2019
1030,243,809,Healthy,37.4,,2019
1031,244,810,Some distress,55.7,,2019
1032,245,803,Healthy,85.5,,2019
1033,246,804,Some distress,91.6,,2019
1034,247,803,Healthy,85.5,,2019
1035,248,807,Healthy,75.2,,2019
1036,249,768,Healthy,15.1,,2019
1037,250,806,Healthy,20.1,,2019
1038,251,805,Healthy,36.4,,2019
1039,252,816,Some distress,81.8,,2019
1040,253,814,Healthy,73.6,,2019
1041,254,815,Healthy,71.8,,2019
1042,255,820,Healthy,26.3,,2019
1043,256,817,Healthy,40.4,,2019
1044,257,992,Healthy,64.3,,2019
1045,258,991,Healthy,99.1,,2019
1046,259,854,Healthy,110.8,,2019
1047,260,846,Healthy,25.8,,2019
1048,261,845,Healthy,63.4,,2019
1049,262,847,Healthy,20.1,,2019
1050,263,844,Some distress,81,,2019
1051,264,843,Healthy,37.1,,2019
1052,265,851,Some distress,25.2,,2019
1053,266,850,Some distress,94.5,,2019
1054,267,849,Healthy,99.1,,2019
1055,268,848,Healthy,34.9,,2019
1056,270,308,Some distress,65.4,,2019
1057,271,307,Some distress,145.7,,2019
1058,272,306,Some distress,63.4,,2019
1059,273,305,Some distress,38.5,,2019
1060,274,304,Healthy,50.8,,2019
1061,275,303,Some distress,61.2,,2019
1062,276,302,Healthy,52.5,,2019
1063,277,301,Some distress,27.6,,2019
1064,278,300,Some distress,14.2,,2019
1065,279,299,Some distress,37,,2019
1066,280,290,Extreme distress,25.1,,2019
1067,281,291,Extreme distress,66.6,,2019
1068,283,288,Healthy,34,,2019
1069,284,292,Some distress,24.3,,2019
1070,285,285,Healthy,56.8,,2019
1071,286,284,Healthy,55.9,,2019
1072,287,286,Healthy,20.5,,2019
1073,288,287,Healthy,19.4,,2019
1074,289,294,Some distress,62.7,,2019
1075,290,293,Extreme distress,21.9,,2019
1076,291,281,Extreme distress,21.7,,2019
1077,292,290,Extreme distress,25.1,,2019
1078,293,279,Some distress,22,,2019
1079,294,283,Healthy,44.1,,2019
1080,295,282,Healthy,70.1,,2019
1081,296,278,Healthy,66.4,,2019
1082,297,276,Healthy,14.2,,2019
1083,298,269,Healthy,23.2,,2019
1084,299,270,Extreme distress,19.8,,2019
1085,300,277,Healthy,14.8,,2019
1086,301,271,Healthy,69,,2019
1087,302,272,Some distress,32.6,,2019
1088,303,273,Some distress,25.8,,2019
1089,304,274,Healthy,29.1,,2019
1090,305,275,Healthy,28.5,,2019
1091,306,268,Some distress,57.4,,2019
1092,307,267,Healthy,61,,2019
1093,308,266,Some distress,43.6,,2019
1094,309,264,Some distress,114.2,,2019
1095,310,263,Healthy,39.2,,2019
1096,311,265,Healthy,71.3,,2019
1097,312,262,Healthy,58.2,,2019
1098,313,261,Healthy,64.8,,2019
1099,315,350,Healthy,25.6,,2019
1100,316,348,Healthy,13,,2019
1101,317,351,Healthy,56.4,,2019
1102,318,349,Extreme distress,70.9,,2019
1103,319,259,Healthy,63.5,,2019
1104,320,258,Healthy,34.1,,2019
1105,321,257,Healthy,28.9,,2019
1106,322,256,Some distress,22.7,,2019
1107,323,255,Healthy,91.1,,2019
1108,324,254,Some distress,22.4,,2019
1109,325,251,Healthy,34.6,,2019
1110,326,250,Some distress,52,,2019
1111,327,249,Healthy,48.5,,2019
1112,328,248,Healthy,51.2,,2019
1113,329,247,Healthy,30.6,,2019
1114,330,253,Healthy,36.8,,2019
1115,331,252,Healthy,64.1,,2019
1116,332,244,Healthy,37.4,,2019
1117,333,245,Healthy,90.9,,2019
1118,334,246,Healthy,63.5,,2019
1119,335,352,Healthy,28.6,,2019
1120,336,346,Some distress,60.5,,2019
1121,337,345,Some distress,60,,2019
1122,338,343,Some distress,66.6,,2019
1123,339,342,Healthy,45.3,,2019
1124,340,1020,Healthy,6,,2019
1125,341,1021,Healthy,27.1,,2019
1126,342,1022,Healthy,38.7,,2019
1127,343,1023,Healthy,7.1,,2019
1128,344,1066,Healthy,9.9,,2019
1129,345,1065,Healthy,10.4,,2019
1130,346,1064,Healthy,8.8,,2019
1131,347,1063,Healthy,17,,2019
1132,348,1062,Healthy,8.2,,2019
1133,349,1061,Healthy,12.5,,2019
1134,350,1060,Healthy,20.1,,2019
1135,351,1059,Healthy,11.3,,2019
1136,352,1058,Healthy,7.9,,2019
1137,353,1057,Healthy,8.5,,2019
1138,354,1056,Healthy,9,,2019
1139,355,1055,Healthy,14,,2019
1140,356,1054,Healthy,8.6,,2019
1141,357,1037,Healthy,12.2,,2019
1142,358,1038,Healthy,13,,2019
1143,359,1039,Healthy,13.7,,2019
1144,360,1040,Healthy,11.3,,2019
1145,361,1041,Healthy,9.6,,2019
1146,362,1042,Healthy,13,,2019
1147,363,1043,Healthy,16,,2019
1148,364,1044,Healthy,12.3,,2019
1149,365,1045,Healthy,13.9,,2019
1150,366,1046,Healthy,13.8,,2019
1151,367,1047,Healthy,8.2,,2019
1152,368,1048,Healthy,10.4,,2019
1153,369,1049,Healthy,14.6,,2019
1154,370,1050,Healthy,11.9,,2019
1155,371,1051,Healthy,13.5,,2019
1156,372,1052,Healthy,19.1,,2019
1157,373,1053,Healthy,18.6,,2019
1158,374,1036,Healthy,19.8,,2019
1159,375,1034,Healthy,10.2,,2019
1160,376,1033,Healthy,13,,2019
1161,377,1025,Healthy,42.9,,2019
1162,378,1032,Healthy,12.9,,2019
1163,379,1031,Healthy,17.2,,2019
1164,380,1030,Healthy,19.5,,2019
1165,381,1029,Healthy,12.8,,2019
1166,382,1028,Healthy,16.4,,2019
1167,383,1027,Healthy,13.7,,2019
1168,384,1026,Healthy,20,,2019
1169,385,382,Healthy,23.5,,2019
1170,386,383,Healthy,50,,2019
1171,387,1069,Healthy,7.4,,2019
1172,388,1068,Healthy,5.1,,2019
1173,389,1067,Healthy,9.7,,2019
1174,390,384,Some distress,39.6,,2019
1175,391,381,Healthy,63.6,,2019
1176,392,380,Some distress,44.5,,2019
1177,393,379,Healthy,54.8,,2019
1178,394,378,Some distress,83,,2019
1179,395,546,Healthy,34.3,,2019
1180,396,545,Healthy,14.7,,2019
1181,397,543,Some distress,23.6,,2019
1182,398,542,Healthy,37.2,,2019
1183,399,537,Healthy,16.6,,2019
1184,400,538,Healthy,37.9,,2019
1185,401,539,Healthy,59.6,,2019
1186,402,342,Healthy,45.3,,2019
1187,403,531,Healthy,7.5,,2019
1188,404,549,Healthy,70.6,,2019
1189,405,536,Healthy,6.8,,2019
1190,406,535,Healthy,6.6,,2019
1191,407,534,Healthy,3.9,,2019
1192,408,528,Healthy,6.2,,2019
1193,409,527,Healthy,9.8,,2019
1194,410,523,Healthy,25.7,,2019
1195,412,526,Healthy,11.4,,2019
1196,413,529,Healthy,9.4,,2019
1197,414,533,Healthy,6.7,,2019
1198,415,530,Healthy,13.2,,2019
1199,416,583,Healthy,54.5,,2019
1200,419,546,Healthy,34.3,,2019
1201,420,590,Extreme distress,16.4,,2019
1202,421,597,Healthy,19.1,,2019
1203,422,598,Healthy,43.2,,2019
1204,423,599,Healthy,24.2,,2019
1205,424,582,Healthy,33.5,,2019
1206,425,600,Healthy,60.6,,2019
1207,426,602,Healthy,56.5,,2019
1208,427,581,Healthy,51.3,,2019
1209,428,614,Healthy,76.8,,2019
1210,429,613,Extreme distress,21.1,,2019
1211,430,611,Healthy,6.2,,2019
1212,431,605,Healthy,34.5,,2019
1213,432,596,Some distress,66.2,,2019
1214,433,604,Healthy,19.1,,2019
1215,434,603,Healthy,21.2,,2019
1216,435,595,Healthy,29.9,,2019
1217,436,594,Healthy,20.7,,2019
1218,437,593,Some distress,35.8,,2019
1219,438,592,Healthy,13.9,,2019
1220,439,587,Healthy,37.6,,2019
1221,440,588,Some distress,52.7,,2019
1222,441,589,Healthy,43.9,,2019
1223,442,683,Healthy,72.5,,2019
1224,443,680,Some distress,22.4,,2019
1225,444,679,Some distress,9.3,,2019
1226,445,681,Some distress,10.7,,2019
1227,446,682,Some distress,10.3,,2019
1228,447,676,Some distress,14.8,,2019
1229,448,677,Some distress,45.6,,2019
1230,449,676,Some distress,14.8,,2019
1231,450,673,Healthy,10.4,,2019
1232,451,674,Some distress,29.9,,2019
1233,452,673,Healthy,10.4,,2019
1234,453,672,Healthy,11.2,,2019
1235,454,1255,Healthy,27.2,,2019
1236,455,1260,Healthy,51.5,,2019
1237,456,1262,Healthy,7.4,,2019
1238,457,1263,Healthy,35.7,,2019
1239,458,1264,Healthy,7,,2019
1240,459,1280,Healthy,32.5,,2019
1241,461,1246,Healthy,19.1,,2019
1242,462,1245,Some distress,49.5,,2019
1243,463,1244,Healthy,51.3,,2019
1244,464,1243,Healthy,41.5,,2019
1245,465,1274,Healthy,38.3,,2019
1246,466,1273,Healthy,44.5,,2019
1247,467,1276,Some distress,87.4,,2019
1248,468,1275,Healthy,93,,2019
1249,469,1287,Some distress,18.3,,2019
1250,470,1286,Healthy,25.3,,2019
1251,471,1284,Healthy,29.2,,2019
1252,472,1285,Healthy,60.6,,2019
1253,473,1283,Healthy,40.6,,2019
1254,474,1282,Healthy,57.2,,2019
1255,475,1279,Healthy,109.8,,2019
1256,477,1266,Some distress,56.7,,2019
1257,478,1267,Some distress,21.5,,2019
1258,479,1269,Healthy,39.6,,2019
1259,480,1268,Some distress,34.1,,2019
1260,481,1270,Healthy,46.1,,2019
1261,482,1271,Healthy,44.5,,2019
1262,483,1272,Some distress,49.7,,2019
1263,486,1300,Healthy,37,,2019
1264,487,1297,Healthy,16,,2019
1265,488,1296,Healthy,4.8,,2019
1266,489,1337,Healthy,72.6,,2019
1267,490,1336,Healthy,53.1,,2019
1268,491,1334,Extreme distress,11.5,,2019
1269,492,1333,Some distress,7.4,,2019
1270,493,1332,Extreme distress,13,,2019
1271,494,1331,Some distress,14,,2019
1272,495,1330,Healthy,16.3,,2019
1273,496,1329,Healthy,13.8,,2019
1274,497,1328,Healthy,17,,2019
1275,499,1323,Healthy,33.5,,2019
1276,500,1326,Healthy,14,,2019
1277,501,1322,Healthy,51.3,,2019
1278,502,1321,Healthy,48.8,,2019
1279,503,1324,Healthy,13,,2019
1280,504,1320,Healthy,40.9,,2019
1281,505,1319,Healthy,12.5,,2019
1282,506,1317,Healthy,53.7,,2019
1283,507,1316,Healthy,55.8,,2019
1284,509,1314,Healthy,15.9,,2019
1285,510,1313,Healthy,12.3,,2019
1286,511,1312,Healthy,17.5,,2019
1287,512,1311,Healthy,14.5,,2019
1288,515,1341,Healthy,37.4,,2019
1289,516,1342,Healthy,32,,2019
1290,517,1343,Healthy,44.1,,2019
1291,519,1345,Healthy,21.6,,2019
1292,522,836,Healthy,31,,2019
1293,523,835,Some distress,24,,2019
1294,524,834,Healthy,21.4,,2019
1295,525,832,Some distress,30.1,,2019
1296,526,831,Some distress,40.6,,2019
1297,528,830,Healthy,37.3,,2019
1298,529,829,Some distress,40.6,,2019
1299,530,828,Some distress,42.2,,2019
1300,531,827,Healthy,73.3,,2019
1301,532,825,Healthy,20.1,,2019
1302,533,823,Healthy,19,,2019
1303,534,822,Some distress,53.2,,2019
1304,535,755,Healthy,34.6,,2019
1305,536,754,Some distress,79.4,,2019
1306,537,750,Some distress,83.2,,2019
1307,538,749,Some distress,67.6,,2019
1308,539,747,Healthy,12.4,,2019
1309,540,746,Healthy,9.8,,2019
1310,541,744,Healthy,8.9,,2019
1311,542,745,Healthy,21.1,,2019
1312,543,743,Healthy,13.5,,2019
1313,544,742,Healthy,8.3,,2019
1314,545,741,Some distress,29.9,,2019
1315,546,740,Healthy,16.6,,2019
1316,547,739,Some distress,18.2,,2019
1317,548,752,Healthy,68.7,,2019
1318,549,751,Some distress,65.2,,2019
1319,550,753,Some distress,80.9,,2019
1320,552,2,Healthy,73.5,,2019
1321,553,4,Healthy,12.2,,2019
1322,555,6,Healthy,7,,2019
1323,556,7,Healthy,7.7,,2019
1324,557,10,Healthy,11.1,,2019
1325,558,9,Healthy,42,,2019
1326,559,8,Healthy,40.2,,2019
1327,560,21,Healthy,4.6,,2019
1328,561,20,Extreme distress,29.6,,2019
1329,562,13,Healthy,9.2,,2019
1330,563,11,Healthy,14.3,,2019
1331,564,12,Healthy,5.4,,2019
1332,565,14,Healthy,21.9,,2019
1333,566,19,Healthy,29.9,,2019
1334,567,16,Healthy,24.3,,2019
1335,568,17,Healthy,20.8,,2019
1336,569,322,Healthy,38.3,,2019
1337,570,324,Healthy,11.3,,2019
1338,571,323,Healthy,23.7,,2019
1339,572,325,Healthy,20.4,,2019
1340,573,18,Healthy,13.1,,2019
1341,574,40,Healthy,7.5,,2019
1342,575,41,Healthy,7.4,,2019
1343,577,68,Healthy,22.7,,2019
1344,578,67,Healthy,55.7,,2019
1345,579,66,Healthy,8.3,,2019
1346,581,65,Extreme distress,52.3,,2019
1347,582,64,Healthy,7.8,,2019
1348,583,70,Healthy,7.6,,2019
1349,585,327,Some distress,50.6,,2019
1350,586,328,Healthy,12.9,,2019
1351,587,72,Healthy,48.1,,2019
1352,588,97,Healthy,40.7,,2019
1353,589,63,Healthy,4.7,,2019
1354,590,62,Healthy,38.3,,2019
1355,591,61,Healthy,13.4,,2019
1356,592,60,Healthy,34.4,,2019
1357,593,59,Healthy,9.8,,2019
1358,594,48,Healthy,6.5,,2019
1359,595,49,Healthy,17.8,,2019
1360,596,47,Healthy,47.9,,2019
1361,597,35,Healthy,11.4,,2019
1362,598,27,Healthy,52.7,,2019
1363,599,25,Healthy,47.7,,2019
1364,600,24,Healthy,5.5,,2019
1365,601,23,Some distress,7.9,,2019
1366,602,22,Healthy,8.9,,2019
1367,603,26,Healthy,10.8,,2019
1368,604,56,Healthy,9.3,,2019
1369,605,57,Healthy,14.2,,2019
1370,606,78,Healthy,7.9,,2019
1371,607,79,Healthy,6.4,,2019
1372,608,77,Healthy,6.9,,2019
1373,609,76,Healthy,9.1,,2019
1374,610,75,Healthy,6.3,,2019
1375,611,96,Healthy,7.1,,2019
1376,612,95,Healthy,14.4,,2019
1377,613,99,Healthy,9.7,,2019
1378,614,98,Healthy,13.2,,2019
1379,615,329,Healthy,70.5,,2019
1380,616,101,Healthy,38.9,,2019
1381,617,102,Healthy,28.7,,2019
1382,618,100,Healthy,10.5,,2019
1383,619,103,Healthy,34.6,,2019
1384,620,110,Healthy,25.5,,2019
1385,621,109,Healthy,15.9,,2019
1386,622,108,Healthy,4.5,,2019
1387,623,107,Healthy,10.1,,2019
1388,624,105,Healthy,22.8,,2019
1389,625,104,Healthy,10.9,,2019
1390,626,332,Healthy,37.9,,2019
1391,627,295,Healthy,30.5,,2019
1392,628,331,Healthy,24.5,,2019
1393,629,330,Some distress,30,,2019
1394,630,125,Healthy,49.2,,2019
1395,633,334,Some distress,26.9,,2019
1396,634,127,Healthy,45,,2019
1397,635,126,Healthy,9.7,,2019
1398,636,137,Healthy,66.5,,2019
1399,637,136,Healthy,20.3,,2019
1400,638,138,Healthy,6.2,,2019
1401,639,139,Healthy,5.8,,2019
1402,640,140,Healthy,8.5,,2019
1403,641,141,Healthy,8.1,,2019
1404,642,142,Healthy,6.8,,2019
1405,643,143,Healthy,25.3,,2019
1406,644,144,Healthy,31.2,,2019
1407,645,154,Healthy,16.8,,2019
1408,646,153,Healthy,40.8,,2019
1409,647,155,Healthy,20.1,,2019
1410,648,156,Healthy,15.5,,2019
1411,649,159,Healthy,25.9,,2019
1412,650,160,Healthy,10.6,,2019
1413,651,161,Healthy,43.3,,2019
1414,652,166,Healthy,13.7,,2019
1415,653,165,Healthy,15.8,,2019
1416,654,164,Healthy,54,,2019
1417,655,162,Healthy,7.1,,2019
1418,656,163,Healthy,7.9,,2019
1419,657,168,Healthy,24.8,,2019
1420,658,171,Healthy,10.3,,2019
1421,659,170,Healthy,30.7,,2019
1422,660,169,Healthy,57.4,,2019
1423,661,175,Healthy,7.9,,2019
1424,662,1335,Healthy,48.4,,2019
1425,663,205,Healthy,42.1,,2019
1426,664,202,Healthy,62.9,,2019
1427,665,238,Healthy,28.6,,2019
1428,666,201,Healthy,14,,2019
1429,667,237,Healthy,8.2,,2019
1430,668,23,Some distress,7.9,,2019
1431,669,239,Healthy,32.5,,2019
1432,670,240,Healthy,65.5,,2019
1433,671,241,Healthy,45.6,,2019
1434,672,242,Healthy,42.1,,2019
1435,673,243,Healthy,38.6,,2019
1436,674,81,Healthy,73.4,,2019
1437,675,82,Healthy,4.8,,2019
1438,676,83,Healthy,4.5,,2019
1439,677,84,Healthy,5.4,,2019
1440,678,85,Healthy,47.6,,2019
1441,679,86,Healthy,8.8,,2019
1442,680,88,Healthy,22.4,,2019
1443,681,87,Healthy,20,,2019
1444,682,91,Healthy,70.4,,2019
1445,683,92,Healthy,6.8,,2019
1446,684,58,Healthy,58,,2019
1447,685,44,Healthy,103.3,,2019
1448,686,15,Healthy,74.4,,2019
1449,687,39,Healthy,60.4,,2019
1450,688,43,Healthy,11.5,,2019
1451,689,37,Healthy,19.4,,2019
1452,690,36,Healthy,10.7,,2019
1453,691,38,Healthy,25.9,,2019
1454,692,46,Healthy,4.5,,2019
1455,693,45,Healthy,37.1,,2019
1456,694,177,Healthy,53.5,,2019
1457,695,198,Healthy,12.9,,2019
1458,696,197,Healthy,43.5,,2019
1459,698,172,Healthy,8,,2019
1460,699,191,Healthy,53.1,,2019
1461,700,115,Healthy,9,,2019
1462,701,116,Healthy,43.5,,2019
1463,702,117,Healthy,24.3,,2019
1464,703,118,Healthy,9.9,,2019
1465,704,119,Healthy,0.9,,2019
1466,705,120,Healthy,31.6,,2019
1467,706,122,Healthy,19.9,,2019
1468,707,123,Healthy,25.3,,2019
1469,708,124,Healthy,10.4,,2019
1470,709,124,Healthy,10.4,,2019
1471,710,128,Healthy,50.7,,2019
1472,711,129,Healthy,23.4,,2019
1473,712,133,Healthy,75.2,,2019
1474,713,130,Healthy,13.8,,2019
1475,714,131,Healthy,10.3,,2019
1476,715,132,Healthy,16.9,,2019
1477,716,152,Extreme distress,20.1,,2019
1478,717,320,Healthy,30.6,,2019
1479,718,319,Healthy,30.4,,2019
1480,719,318,Healthy,43.3,,2019
1481,720,509,Healthy,22.3,,2019
1482,721,508,Healthy,67.7,,2019
1483,722,507,Healthy,35.3,,2019
1484,723,506,Healthy,44.4,,2019
1485,724,505,Healthy,36.5,,2019
1486,725,504,Healthy,78.1,,2019
1487,726,503,Healthy,43.9,,2019
1488,727,502,Healthy,65,,2019
1489,728,501,Healthy,30.5,,2019
1490,729,513,Healthy,46.5,,2019
1491,730,512,Healthy,41.8,,2019
1492,731,510,Healthy,33.6,,2019
1493,732,511,Healthy,56.5,,2019
1494,733,514,Healthy,36.9,,2019
1495,734,515,Healthy,28.3,,2019
1496,735,516,Healthy,23.6,,2019
1497,736,517,Healthy,27.8,,2019
1498,737,518,Healthy,29.3,,2019
1499,738,579,Healthy,68.9,,2019
1500,739,578,Healthy,47.9,,2019
1501,740,575,Healthy,59.5,,2019
1502,741,573,Healthy,89.3,,2019
1503,742,580,Some distress,29.7,,2019
1504,743,519,Healthy,29.2,,2019
1505,744,520,Some distress,28,,2019
1506,745,521,Healthy,20.5,,2019
1507,746,522,Healthy,21.1,,2019
1508,747,523,Healthy,25.7,,2019
1509,748,525,Healthy,53.5,,2019
1510,749,577,Healthy,60.4,,2019
1511,750,576,Healthy,17.2,,2019
1512,751,574,Healthy,68.1,,2019
1513,752,572,Healthy,51.4,,2019
1514,753,571,Healthy,76.1,,2019
1515,754,570,Healthy,61,,2019
1516,755,589,Healthy,43.9,,2019
1517,756,568,Healthy,77.1,,2019
1518,757,567,Healthy,34.5,,2019
1519,758,566,Some distress,74.7,,2019
1520,759,560,Some distress,57,,2019
1521,760,559,Healthy,65.3,,2019
1522,761,558,Healthy,36.3,,2019
1523,762,557,Healthy,22.4,,2019
1524,763,564,Extreme distress,29.5,,2019
1525,764,561,Healthy,38.7,,2019
1526,765,562,Healthy,26.2,,2019
1527,766,554,Healthy,85.7,,2019
1528,767,555,Healthy,23.5,,2019
1529,768,556,Some distress,67.5,,2019
1530,769,551,Healthy,43.5,,2019
1531,770,548,Healthy,16.7,,2019
1532,771,553,Healthy,44.1,,2019
1533,772,552,Healthy,27.1,,2019
1534,773,547,Healthy,49.5,,2019
1535,774,1184,Healthy,8.2,,2019
1536,775,1183,Some distress,65.2,,2019
1537,776,1238,Healthy,101,,2019
1538,777,1239,Healthy,64.7,,2019
1539,778,1182,Some distress,71.9,,2019
1540,779,1184,Healthy,8.2,,2019
1541,780,1180,Some distress,70,,2019
1542,781,1179,Extreme distress,70.5,,2019
1543,782,1178,Some distress,70.3,,2019
1544,783,1177,Some distress,70.8,,2019
1545,784,1256,Healthy,27.3,,2019
1546,785,1251,Some distress,64.8,,2019
1547,786,1250,Some distress,82.2,,2019
1548,787,1249,Some distress,59.9,,2019
1549,788,1248,Some distress,63.7,,2019
1550,789,1242,Healthy,40.5,,2019
1551,798,1289,Healthy,9.2,,2019
1552,799,1290,Healthy,15.4,,2019
1553,801,1292,Healthy,33.5,,2019
